Opportunity Owner,Segment,Type,Source,Inbound Type,Current Stage (as of data pull),Base Annual Contract Value,Created Date,SQL Datestamp,SAL Datestamp,SQO Datestamp,Close Date,Funnel Stage Reached
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"54,000.00",8/4/2023 0:00:00,8/4/2023 8:18:00,8/4/2023 8:18:00,"10/18/2023, 2:03 PM",3/31/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,10/4/2023 0:00:00,10/4/2023 10:06:00,10/4/2023 10:06:00,,3/31/2024 0:00:00,2 - SAL
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"7,224.00",10/19/2023 0:00:00,10/19/2023 9:03:00,10/19/2023 9:03:00,"11/15/2023, 8:45 AM",3/31/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,1/4/2024 0:00:00,1/4/2024 10:54:00,1/4/2024 10:54:00,,3/31/2024 0:00:00,2 - SAL
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"48,157.20",2/22/2024 0:00:00,2/22/2024 14:10:00,2/25/2024 12:59:00,"2/25/2024, 1:00 PM",3/31/2024 0:00:00,3 - SQO
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/25/2023 0:00:00,10/25/2023 10:40:00,,,3/31/2024 0:00:00,1 - SQL
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Lost,"31,200.00",3/5/2024 0:00:00,,,,3/31/2024 0:00:00,
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/5/2023 0:00:00,10/5/2023 11:00:00,10/12/2023 9:43:00,,3/31/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/6/2023 0:00:00,10/6/2023 9:09:00,10/6/2023 10:33:00,,3/31/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/16/2023 0:00:00,10/16/2023 12:44:00,10/25/2023 12:39:00,,3/31/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/23/2023 0:00:00,10/23/2023 10:44:00,11/29/2023 15:28:00,,3/31/2024 0:00:00,2 - SAL
Lauren,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"108,000.00",7/26/2023 0:00:00,7/26/2023 6:58:00,8/3/2023 12:54:00,"8/15/2023, 1:25 PM",3/31/2024 0:00:00,3 - SQO
Lauren,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"96,000.00",8/23/2023 0:00:00,8/23/2023 8:16:00,8/23/2023 10:50:00,"8/23/2023, 10:50 AM",3/31/2024 0:00:00,3 - SQO
Lauren,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"158,400.00",9/18/2023 0:00:00,9/18/2023 12:53:00,10/3/2023 8:21:00,"10/3/2023, 8:23 AM",3/31/2024 0:00:00,3 - SQO
Lauren,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"36,000.00",9/20/2023 0:00:00,9/20/2023 12:05:00,9/20/2023 12:05:00,"10/26/2023, 11:40 AM",3/31/2024 0:00:00,3 - SQO
Lauren,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"360,000.00",9/22/2023 0:00:00,9/22/2023 11:28:00,9/28/2023 8:24:00,"9/28/2023, 8:25 AM",3/31/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,8/4/2023 0:00:00,8/4/2023 8:16:00,8/4/2023 8:16:00,,3/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,AE Outbound,Outbound,Qualifying,,9/26/2023 0:00:00,9/26/2023 6:57:00,9/26/2023 6:57:00,,3/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,10/4/2023 0:00:00,10/4/2023 10:05:00,10/4/2023 10:05:00,,3/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/12/2023 0:00:00,10/12/2023 12:13:00,10/20/2023 10:09:00,,3/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/17/2023 0:00:00,10/17/2023 8:11:00,10/18/2023 12:53:00,,3/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,Marketing , Website Direct,Closed Lost,,11/6/2023 0:00:00,11/6/2023 13:06:00,11/6/2023 13:06:00,,3/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,11/14/2023 0:00:00,11/14/2023 8:50:00,,,3/31/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,AE Outbound,Outbound,Qualifying,,11/16/2023 0:00:00,11/16/2023 11:12:00,11/16/2023 11:12:00,,3/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,12/4/2023 0:00:00,12/4/2023 14:40:00,,,3/31/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,AE Outbound,Outbound,Qualifying,,12/7/2023 0:00:00,12/7/2023 9:34:00,12/7/2023 9:34:00,,3/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,12/18/2023 0:00:00,12/18/2023 11:56:00,12/22/2023 7:07:00,,3/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,SDR Outbound,Outbound,Pricing and Negotiating,"58,800.00",3/11/2024 0:00:00,3/11/2024 8:27:00,3/15/2024 9:59:00,"3/15/2024, 9:59 AM",3/31/2024 0:00:00,3 - SQO
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"4,104.00",7/17/2023 0:00:00,,,,7/17/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,886.00",7/6/2023 0:00:00,,,,7/17/2023 0:00:00,
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Lost,,2/24/2024 0:00:00,2/24/2024 9:01:00,2/24/2024 9:01:00,,3/29/2024 0:00:00,2 - SAL
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,600.00",7/10/2023 0:00:00,,,,7/17/2023 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/17/2024 0:00:00,1/17/2024 8:10:00,2/29/2024 7:52:00,,3/29/2024 0:00:00,2 - SAL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,2/8/2024 0:00:00,2/8/2024 13:27:00,,,3/29/2024 0:00:00,1 - SQL
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,414.00,7/12/2023 0:00:00,,,,7/17/2023 0:00:00,
Fabian,Mid-Market,Expansion,Marketing , Event,Closed Won,"10,428.00",7/12/2023 0:00:00,,,,7/17/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"10,122.00",7/17/2023 0:00:00,,,,7/19/2023 0:00:00,
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,3/20/2024 0:00:00,3/20/2024 12:49:00,,,3/29/2024 0:00:00,1 - SQL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"9,583.20",7/18/2023 0:00:00,,,,7/19/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,062.40",7/18/2023 0:00:00,,,,7/19/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,066.00",7/18/2023 0:00:00,,,,7/19/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,118.40",7/18/2023 0:00:00,,,,7/19/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Product Email,Closed Won,"3,834.00",7/19/2023 0:00:00,,,,7/20/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,514.40",7/19/2023 0:00:00,,,,7/20/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"8,949.60",7/20/2023 0:00:00,,,,7/20/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,388.80",7/6/2023 0:00:00,,,,7/20/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"3,864.00",7/20/2023 0:00:00,,,,7/21/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"1,680.00",7/20/2023 0:00:00,,,,7/21/2023 0:00:00,
Lauren,Mid-Market,Expansion,SDR Outbound,Outbound,Closed Won,"4,320.00",7/12/2023 0:00:00,,,,7/21/2023 0:00:00,
Lauren,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"3,552.00",7/19/2023 0:00:00,,7/19/2023 11:02:00,"7/21/2023, 5:17 AM",7/21/2023 0:00:00,4 - Closed Won
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,,1/29/2024 0:00:00,,,"1/16/2024, 9:00 AM",3/27/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,547.20",7/18/2023 0:00:00,,,,7/24/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"15,696.00",7/21/2023 0:00:00,,,,7/24/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"46,920.00",7/21/2023 0:00:00,,,,7/24/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"45,804.00",7/13/2023 0:00:00,,,,7/24/2023 0:00:00,
Lauren,Mid-Market,Expansion,SDR Outbound,Outbound,Closed Won,"5,544.00",7/19/2023 0:00:00,,,,7/24/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"10,032.00",7/18/2023 0:00:00,,,,7/25/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"6,498.00",7/18/2023 0:00:00,,,,7/25/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,,3/5/2024 0:00:00,,,,3/26/2024 0:00:00,
Henry,Enterprise,New,SDR Outbound,Outbound,Closed Lost,,3/25/2024 0:00:00,3/25/2024 8:30:00,,"3/25/2024, 9:00 AM",3/26/2024 0:00:00,3 - SQO
Ian,Mid-Market,Expansion,Marketing , Event,Closed Won,"2,730.00",7/24/2023 0:00:00,,,,7/25/2023 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"4,056.00",7/25/2023 0:00:00,,,,7/25/2023 0:00:00,
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,2/28/2024 0:00:00,2/28/2024 12:49:00,,,3/26/2024 0:00:00,1 - SQL
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/19/2024 0:00:00,1/19/2024 10:51:00,1/31/2024 10:49:00,,3/26/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Won,"37,704.00",7/18/2023 0:00:00,7/18/2023 16:44:00,7/18/2023 16:44:00,"7/18/2023, 4:45 PM",7/25/2023 0:00:00,4 - Closed Won
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/4/2024 0:00:00,1/4/2024 8:29:00,,,3/26/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,Marketing , Website Direct,Closed Lost,"12,000.00",3/20/2024 0:00:00,3/20/2024 11:26:00,3/26/2024 7:01:00,"3/26/2024, 7:02 AM",3/26/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,2/28/2024 0:00:00,2/28/2024 7:18:00,,,3/26/2024 0:00:00,1 - SQL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,985.00",7/25/2023 0:00:00,,,,7/26/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Lost,"7,200.00",2/7/2024 0:00:00,,,,3/25/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,719.20",7/14/2023 0:00:00,,,,7/26/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,772.00",7/21/2023 0:00:00,,,,7/26/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"119,868.00",7/18/2023 0:00:00,,,,7/27/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,,1/22/2024 0:00:00,,,,3/25/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,,2/28/2024 0:00:00,,,"3/6/2024, 9:00 AM",3/25/2024 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"26,280.00",7/26/2023 0:00:00,,,,7/27/2023 0:00:00,
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"7,128.00",7/27/2023 0:00:00,,,,7/28/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,244.00",7/27/2023 0:00:00,,,,7/30/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,856.00",7/28/2023 0:00:00,,,,7/30/2023 0:00:00,
Daniel,Enterprise,New,SDR Outbound,Outbound,Closed Lost,"174,600.00",12/19/2023 0:00:00,12/19/2023 6:39:00,1/10/2024 8:44:00,"1/10/2024, 8:45 AM",3/25/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,8/25/2023 0:00:00,8/25/2023 13:16:00,8/25/2023 13:16:00,,3/25/2024 0:00:00,2 - SAL
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"7,632.00",7/27/2023 0:00:00,,,,7/31/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,632.00",7/27/2023 0:00:00,,,,7/31/2023 0:00:00,
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"20,568.00",7/27/2023 0:00:00,,,,7/31/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,415.20",7/27/2023 0:00:00,,,,8/1/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"4,567.20",7/30/2023 0:00:00,,,,8/1/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,752.00",7/30/2023 0:00:00,,,,8/1/2023 0:00:00,
Henry,Enterprise,Expansion,Marketing , Event,Closed Won,"8,046.00",7/27/2023 0:00:00,,,,8/1/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"18,638.40",7/31/2023 0:00:00,,,,8/1/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,768.00",7/28/2023 0:00:00,,,,8/1/2023 0:00:00,
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"8,760.00",7/31/2023 0:00:00,,,,8/1/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,336.00",8/1/2023 0:00:00,,,,8/2/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,608.00",7/24/2023 0:00:00,,,,8/2/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,884.00",7/18/2023 0:00:00,,,,8/2/2023 0:00:00,
Gabby,Mid-Market,Expansion,Marketing , Event,Closed Won,"5,086.80",8/1/2023 0:00:00,,,,8/2/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,788.00",8/1/2023 0:00:00,,,,8/3/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"9,336.00",8/2/2023 0:00:00,,,,8/3/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,768.00,8/2/2023 0:00:00,,,,8/3/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,248.00",8/2/2023 0:00:00,,,,8/3/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"11,906.40",8/2/2023 0:00:00,,,,8/3/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"4,080.00",7/20/2023 0:00:00,,,,8/4/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,,7/27/2023 0:00:00,,,,8/4/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,,7/30/2023 0:00:00,,,,8/4/2023 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"60,000.00",10/24/2023 0:00:00,10/24/2023 7:35:00,11/6/2023 14:24:00,"11/6/2023, 2:26 PM",3/20/2024 0:00:00,3 - SQO
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,464.00",8/2/2023 0:00:00,,,,8/4/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"3,168.00",8/3/2023 0:00:00,,,,8/4/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"18,268.80",8/3/2023 0:00:00,,,,8/4/2023 0:00:00,
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Won,"57,000.00",7/26/2023 0:00:00,7/26/2023 10:20:00,7/26/2023 10:20:00,"7/26/2023, 5:00 PM",8/4/2023 0:00:00,4 - Closed Won
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"8,208.00",8/1/2023 0:00:00,,,,8/6/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,,7/30/2023 0:00:00,,,,8/7/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"2,534.40",8/3/2023 0:00:00,,,,8/7/2023 0:00:00,
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Lost,,1/17/2024 0:00:00,1/17/2024 14:42:00,1/17/2024 14:42:00,,3/19/2024 0:00:00,2 - SAL
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"1,900.80",8/3/2023 0:00:00,,,,8/7/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"2,640.00",8/3/2023 0:00:00,,,,8/7/2023 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,8/4/2023 0:00:00,8/4/2023 11:09:00,1/8/2024 10:52:00,,3/19/2024 0:00:00,2 - SAL
Bobby,Mid-Market,New,Marketing , Website Direct,Closed Lost,"35,280.00",3/4/2024 0:00:00,3/4/2024 10:23:00,3/19/2024 8:30:00,"3/19/2024, 8:31 AM",3/19/2024 0:00:00,3 - SQO
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,672.00",8/4/2023 0:00:00,,,,8/7/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,,8/6/2023 0:00:00,,,,8/7/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"3,090.00",7/28/2023 0:00:00,,,,8/7/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,344.00",8/1/2023 0:00:00,,,,8/7/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,,7/28/2023 0:00:00,,,,8/7/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"19,971.60",7/31/2023 0:00:00,,,,8/7/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"19,446.00",7/21/2023 0:00:00,,,,8/8/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"26,268.00",7/24/2023 0:00:00,,,,8/8/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"13,776.00",8/4/2023 0:00:00,,,,8/10/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,352.00",8/10/2023 0:00:00,,,,8/10/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,056.00",8/10/2023 0:00:00,,,,8/10/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,776.00",8/10/2023 0:00:00,,,,8/10/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,648.00",8/10/2023 0:00:00,,,,8/10/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,840.00",8/10/2023 0:00:00,,,,8/10/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,688.00",8/10/2023 0:00:00,,,,8/10/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,280.00",8/10/2023 0:00:00,,,,8/10/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,408.00",8/10/2023 0:00:00,,,,8/10/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,704.00",8/10/2023 0:00:00,,,,8/10/2023 0:00:00,
Cindy,Enterprise,New,SDR Outbound,Outbound,Closed Won,"40,776.00",8/8/2023 0:00:00,8/8/2023 10:34:00,8/8/2023 10:34:00,"8/8/2023, 10:47 AM",8/10/2023 0:00:00,4 - Closed Won
Cindy,Enterprise,Expansion,Marketing , Event,Closed Won,"7,320.00",8/9/2023 0:00:00,,,,8/10/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,050.00",8/10/2023 0:00:00,,,,8/10/2023 0:00:00,
Judy,Enterprise,New,Marketing , Event,Closed Lost,"159,600.00",11/7/2023 0:00:00,11/7/2023 8:01:00,11/9/2023 7:10:00,"1/10/2024, 1:28 PM",3/14/2024 0:00:00,3 - SQO
Judy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,,11/29/2023 0:00:00,11/29/2023 15:14:00,12/1/2023 12:49:00,,3/14/2024 0:00:00,2 - SAL
Judy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,"96,000.00",12/13/2023 0:00:00,12/13/2023 13:45:00,12/20/2023 10:08:00,"1/10/2024, 1:07 PM",3/14/2024 0:00:00,3 - SQO
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,896.00",8/10/2023 0:00:00,,,,8/11/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"3,273.60",8/10/2023 0:00:00,,,,8/11/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"2,040.00",8/10/2023 0:00:00,,,,8/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,024.00",8/10/2023 0:00:00,,,,8/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,872.00",8/10/2023 0:00:00,,,,8/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"142,512.00",8/23/2023 0:00:00,,,,3/13/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"312,000.00",10/17/2023 0:00:00,,,,3/13/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"456,000.00",2/13/2024 0:00:00,,,,3/13/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,484.80",8/10/2023 0:00:00,,,,8/11/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,,8/9/2023 0:00:00,,,,8/11/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"9,966.00",8/10/2023 0:00:00,,,,8/11/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,"4,500.00",11/17/2023 0:00:00,,,,3/12/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"2,232.00",11/19/2023 0:00:00,,,,3/12/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,"12,000.00",12/13/2023 0:00:00,,,,3/12/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"2,628.00",12/19/2023 0:00:00,,,,3/12/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,,12/20/2023 0:00:00,,,,3/12/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,,1/8/2024 0:00:00,,,"1/12/2024, 9:00 AM",3/12/2024 0:00:00,
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Lost,,11/8/2023 0:00:00,11/8/2023 16:02:00,11/8/2023 16:02:00,"11/21/2023, 12:05 PM",3/12/2024 0:00:00,3 - SQO
Ian,Mid-Market,New,AE Outbound,Outbound,Closed Won,"7,136.40",7/26/2023 0:00:00,7/26/2023 11:56:00,7/26/2023 11:56:00,"7/27/2023, 8:13 AM",8/11/2023 0:00:00,4 - Closed Won
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"12,564.00",8/9/2023 0:00:00,,,,8/11/2023 0:00:00,
Judy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,,2/28/2024 0:00:00,2/28/2024 12:38:00,,,3/12/2024 0:00:00,1 - SQL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"14,616.00",7/26/2023 0:00:00,,,,8/14/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"37,800.00",8/10/2023 0:00:00,,,,8/14/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"3,888.00",8/3/2023 0:00:00,,,,8/14/2023 0:00:00,
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Won,"41,868.00",7/21/2023 0:00:00,7/21/2023 8:23:00,7/21/2023 8:23:00,"8/11/2023, 10:47 AM",8/14/2023 0:00:00,4 - Closed Won
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,10/2/2023 0:00:00,10/2/2023 11:57:00,10/2/2023 11:57:00,,3/12/2024 0:00:00,2 - SAL
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,2/6/2024 0:00:00,2/6/2024 6:11:00,,,3/12/2024 0:00:00,1 - SQL
Andy,Mid-Market,Expansion,Marketing , Event,Closed Won,"6,480.00",8/2/2023 0:00:00,,,,8/14/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"9,036.00",8/15/2023 0:00:00,,,,8/16/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"10,332.00",8/15/2023 0:00:00,,,,8/16/2023 0:00:00,
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"33,000.00",2/22/2024 0:00:00,2/22/2024 5:04:00,2/22/2024 5:04:00,"2/22/2024, 5:26 AM",3/12/2024 0:00:00,3 - SQO
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"14,352.00",8/15/2023 0:00:00,,,,8/16/2023 0:00:00,
Myles,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"48,000.00",11/2/2023 0:00:00,11/2/2023 11:50:00,11/9/2023 13:22:00,"1/3/2024, 12:48 PM",3/12/2024 0:00:00,3 - SQO
